url,name,price,sku,brand,categories,image_paths,"tech_מק""ט",tech_שם,tech_מותג,tech_קטגוריות,tech_צבע,tech_קוטר חיצוני,tech_הספק,tech_חומר,tech_תקן,tech_מידות,tech_מספר מודולים,tech_סדרה,tech_ארץ ייצור,tech_דגם,tech_דרגת אטימות
https://www.erco.co.il/b2c/tnvr-himvm-ainpra-2500w-wlt-rgl-bnprd-1660030.html,תנור חימום אינפרא 2500W שלט (רגל בנפרד  1660030),389.9,1660020,VEGA,תנורים,,1660020,Wall Mounted 2500W Electric Infrared Heater + Remote Control,VEGA,תנורים,,,2500W,,,,,,,PHW-2500CR,IP34
 - Dark Grey,IP65
﻿https://www.erco.co.il/b2c/tnvr-himvm-ip65-2000w-mevcb-cbe-qrm.html,תנור חימום מוגן מים ואבק IP65 2000w מעוצב צבע קרם,415.99,1660019,VEGA,תנורים,,1660019,F.M.DIST.BOARD SMOK.T.DOOR 24M(1,VEGA,תנורים,,,2000W,,,,,,,Golden Tube heater 2000W IP65 - Cream,IP65
﻿https://www.erco.co.il/b2c/memd-rgl-ltnvr-ainpra-mtaim-l-1660020.html,מעמד/רגל לתנור אינפרא (מתאים ל 1660020),195,1660030,VEGA,תנורים,,1660030,1.8M Stand for Infrared Heater,VEGA,תנורים,,,,,,,,,,1.8M Stand for Infrared Heater,PHS-2500CR
﻿https://www.erco.co.il/b2c/tnvr-himvm-ainpra-lqir-2000w.html,תנור חימום אינפרא לקיר IP-65 2000W מוגן מים ואבק,415.99,1660015,VEGA,תנורים,,1660015,Wall Mounted 2000W Electric Infrared Heater IP65,VEGA,תנורים,,,2000W,,,,,,,Wall Mounted 2000W Electric Infrared Heater IP65 QW20,QW20,IP65
﻿https://www.erco.co.il/b2c/memd-rgl-ltnvr-ainpra-mtaim-l-1660016.html,מעמד/רגל לתנור אינפרא (מתאים ל 1660016),218.01,1660017,VEGA,תנורים,,1660017,Tripod stand For Carbon Fiber Tube Heater Carbon Fiber Tube,VEGA,תנורים,,,,,,,,,,Tripod stand For Carbon Fiber Tube Heater Carbon Fiber Tube
﻿https://www.erco.co.il/b2c/tnvr-himvm-ainpra-wlt-2000w-rgl-bnprd.html,תנור חימום אינפרא עם שלט 2000w (רגל בנפרד),381.99,1660016,VEGA,תנורים,,1660016,2000W Carbon Fiber Tube Heater + Remote Control,VEGA,תנורים,,,,,,,,,,2000W Carbon Fiber Tube Heater + Remote Control
﻿https://www.erco.co.il/b2c/tnvr-himvm-ainpra-1500w-lqir-hdr-ambtih.html,תנור חימום אינפרא 1500W לקיר חדר אמבטיה,85.23,1660014,VEGA,תנורים,,1660014,Wall Mounted Electric Infrared Heater For Shower Room,VEGA,תנורים,,,,,,,,,,Wall Mounted Electric Infrared Heater For Shower Room,QH-1200C
﻿https://www.erco.co.il/b2c/tnvr-himvm-ptrih-evmdt-3000w.html,תנור חימום פטריה עומדת 3000W,643.79,1660010,VEGA,תנורים,,1660010,Standing Heater with Wheels IP34 PHH-3000BS,VEGA,תנורים,,,,,,,,,,Standing Heater with Wheels IP34 PHH-3000BS,PHH-3000BS,IP34
﻿https://www.erco.co.il/b2c/tnvr-himvm-ptrih-tlvih-2000w-wlt.html,תנור חימום פטריה תלויה 2000W + שלט,487.83,1660005,VEGA,תנורים,,1660005,Hanging Heater with Remote Control 2000W IP34,VEGA,תנורים,,,,,,,,,,Hanging Heater with Remote Control 2000W IP34,PHH-2000BR,IP34
﻿https://www.erco.co.il/b2c/mpzr-hvm-lambtih-vega-2000w.html,מפזר חום לאמבטיה VEGA 2000W,139.64,1660013,VEGA,מפזרי חום,,1660013,Bathroom Fan heater 2000W,VEGA,מפזרי חום,,,,,,,,,,Bathroom Fan heater 2000W,FH18G
﻿https://www.erco.co.il/b2c/99131006.html,מפזר חום לאמבטיה טורבו 2600W,280.4,99131006,OTHER,מפזרי חום,,99131006,Turbo Bathroom Heater,אחר,מפזרי חום,,,,,,,,,,Turbo Bathroom Heater
﻿https://www.erco.co.il/b2c/99131006b.html,מפזר חום לאמבטיה טורבו / שחור,280.4,99131006B,OTHER,מפזרי חום,,99131006B,Black Turbo Bathroom Heater 2600W,אחר,מפזרי חום,,,,,,,,,,Black Turbo Bathroom Heater 2600W
﻿https://www.erco.co.il/b2c/99634005.html,מפזר חום מולדת לבן לאמבטיה 3 שנים/כ.לבן,292.6,99634005,OTHER,מפזרי חום,,99634005,White Bathroom Heater,אחר,מפזרי חום,,,,,,,,,,White Bathroom Heater
﻿https://www.erco.co.il/b2c/sockets-plugs/chorus-series-chorus/3916903cb-main.html,מסגרת זכוכית לבנה 3 מודול ICE קורוס - אב לקבוצה,329.2,3916903CB_MAIN,Gewiss,מסגרות ICE,,3916903CB_MAIN,מסגרת זכוכית לבנה 3 מודול ICE קורוס - אב לקבוצה,GEWISS,מסגרות ICE,,,,,,,,,
﻿https://www.erco.co.il/b2c/sockets-plugs/chorus-series-chorus/3916802-main.html,מתאם קורוס - מספר מודולים משתנה לבחירה,4,3916802_MAIN,Gewiss,מתאמים למסגרות קורוס,,3916802_MAIN,מתאם קורוס - מספר מודולים משתנה לבחירה,GEWISS,מתאמים למסגרות קורוס,שחור,,,,,,,,,קורוס,אופקי,צבעים כהים
﻿https://www.erco.co.il/b2c/sockets-plugs/chorus-series-chorus/3916203wk.html,קורוס-מסגרת 3 LUX מודול עץ אלון,274.4,3916203WK,Gewiss,LUX frames - from different and luxurious materi,,3916203WK,קורוס-מסגרת 3 LUX מודול עץ אלון,GEWISS,LUX frames - from different and luxurious materi,,,,עץ,,,3,,,קורוס,LUX
﻿https://www.erco.co.il/b2c/3916903cl-main.html,מסגרת זכוכית קורוס-ICE  גוון בז' טבעי - לבחירה,384.8,3916903CL_MAIN,Gewiss,מסגרות ICE,,3916903CL_MAIN,מסגרת זכוכית קורוס-ICE  גוון בז' טבעי - לבחירה,GEWISS,מסגרות ICE,,,,,,,,,
﻿https://www.erco.co.il/b2c/3916108vn.html,קורוס-מסגרת ONE שחור מט/סאטן 8 מודול (4+4 ),46.3,3916108VN,Gewiss,מסגרות ONE,,3916108VN,קורוס-מסגרת ONE שחור מט/סאטן 8 מודול (4+4 ),GEWISS,מסגרות ONE,Satin black,,,טכנופולימר,,,8,,איטליה,קורוס,ONE
﻿https://www.erco.co.il/b2c/3916001nb-main.html,מסגרת אגו גוון בז' מט/סאטן (מתאים לסדרת קורוס) - לבחירה,32.8,3916001NB_MAIN,Gewiss,מסגרות EGO,,3916001NB_MAIN,מסגרת אגו גוון בז' מט/סאטן (מתאים לסדרת קורוס) - לבחירה,GEWISS,מסגרות EGO,בז' מט,,,טכנופולימר צבוע,,,,,איטליה,קורוס
﻿https://www.erco.co.il/b2c/3916022nb.html,מסגרת אגו גוון בז' מט/סאטן 2 מודול לתיבה 55 קורוס,31.1,3916022NB,Gewiss,מסגרות EGO,,3916022NB,מסגרת אגו גוון בז' מט/סאטן 2 מודול לתיבה 55 קורוס,GEWISS,מסגרות EGO,בז' מט,,,טכנופולימר צבוע,,,2.,,איטליה,קורוס
﻿https://www.erco.co.il/b2c/3916401-main.html,קורוס-מסגרת GEO לבן מבריק - מודול לבחירה,6.7,3916401_MAIN,Gewiss,מסגרות GEO,,3916401_MAIN,קורוס-מסגרת GEO לבן מבריק - מודול לבחירה,GEWISS,מסגרות GEO,לבן,,,טכנופולימר,,,,,איטליה,קורוס,אופקי,GEO,צבעים בהירים
﻿https://www.erco.co.il/b2c/3916404tt.html,קורוס-מסגרת GEO כחול טופז 4 מודול,23.4,3916404TT,Gewiss,מסגרות GEO,,3916404TT,GEO Plate Painted Technopolymer Slate,GEWISS,מסגרות GEO,כחול כהה,,,טכנופולימר צבוע,,,4,,איטליה,GEO Plate Painted Technopolymer Slate 4 Module,3916401TN_MAIN,קורוס,GEO
